Process,Species,Covariate,Mean,SD,2.5CI,50CI,97.5CI,Rhat,ESS,5.0CI,95.0CI,Migratory,Sig
Occupancy,SongSparrow,dicot,0.1866,0.1799,-0.1544,0.1864,0.5571,1.017,1200,-0.1071,0.4762,R,NO
Occupancy,SwampSparrow,dicot,0.1547,0.2412,-0.3454,0.1649,0.6169,1.0031,1200,-0.2611,0.5352,M,NO
Occupancy,TreeSwallow,dicot,0.2025,0.245,-0.3065,0.2109,0.6683,1.0098,1200,-0.2011,0.5846,M,NO
Occupancy,TuftedTitmouse,dicot,0.2844,0.2413,-0.1685,0.2788,0.787,1.0068,973,-0.1099,0.6858,R,NO
Occupancy,TurkeyVulture,dicot,0.2144,0.2556,-0.274,0.2118,0.7192,1.0013,1200,-0.2055,0.6327,M,NO
Occupancy,Veery,dicot,0.3327,0.2254,-0.1005,0.3344,0.7945,1.0098,1078,-0.034,0.6877,NE,NO
Occupancy,VirginiaRail,dicot,0.2352,0.2733,-0.3214,0.2402,0.7897,1.0062,1200,-0.2367,0.6851,M,NO
Occupancy,WarblingVireo,dicot,0.3303,0.2058,-0.0548,0.3277,0.7301,1.0056,1200,-0.0003,0.6592,NE,NO
Occupancy,White-breastedNuthatch,dicot,0.3405,0.2516,-0.1496,0.3307,0.8615,1.0008,1200,-0.0466,0.7766,R,NO
Occupancy,White-eyedVireo,dicot,0.3063,0.2593,-0.2061,0.3002,0.8267,1.0142,1200,-0.1204,0.7369,NE,NO
Occupancy,WillowFlycatcher,dicot,0.1644,0.2373,-0.3045,0.1726,0.6091,1.0033,1322,-0.2248,0.5402,NE,NO
Occupancy,WildTurkey,dicot,0.1945,0.2607,-0.3094,0.1972,0.7378,0.9999,889,-0.2352,0.6221,R,NO
Occupancy,WinterWren,dicot,0.229,0.2463,-0.2534,0.236,0.7076,1.0005,1200,-0.1868,0.624,M,NO
Occupancy,WoodDuck,dicot,0.2643,0.2576,-0.257,0.2511,0.7788,0.9996,1200,-0.154,0.7002,M,NO
Occupancy,WoodThrush,dicot,0.3277,0.2178,-0.089,0.3224,0.7861,1.0043,1043,-0.0274,0.6983,NE,NO
Occupancy,Yellow-billedCuckoo,dicot,0.2763,0.2595,-0.2121,0.2756,0.8054,1.0044,1200,-0.1558,0.6948,NE,NO
Occupancy,YellowWarbler,dicot,0.1805,0.1974,-0.2029,0.1825,0.5771,1.0021,927,-0.1286,0.5142,NE,NO
Occupancy,Yellow-throatedVireo,dicot,0.2242,0.2465,-0.2795,0.2261,0.729,1.005,1200,-0.1749,0.6239,NE,NO
Occupancy,Yellow-throatedWarbler,dicot,0.4259,0.2529,-0.0371,0.4117,0.9493,1.0158,1200,0.0333,0.8681,NE,NO
Occupancy,AcadianFlycatcher,cyper,0.0725,0.1911,-0.2847,0.0692,0.4625,1.001,1589,-0.2265,0.4039,NE,NO
Occupancy,AlderFlycatcher,cyper,0.0391,0.3139,-0.5553,0.0254,0.6566,1.0056,1568,-0.4649,0.5607,NE,NO
Occupancy,AmericanCrow,cyper,0.092,0.21,-0.3169,0.0935,0.5155,1.0017,1445,-0.2502,0.4414,R,NO
Occupancy,AmericanGoldfinch,cyper,0.0504,0.2661,-0.4653,0.0593,0.5874,1.0038,1200,-0.3943,0.5037,M,NO
Occupancy,AmericanKestrel,cyper,-0.2569,0.3175,-0.8825,-0.2503,0.3589,1.0007,1200,-0.7991,0.2443,R,NO
Occupancy,AmericanRedstart,cyper,-0.1111,0.2579,-0.6041,-0.1196,0.4137,1.0058,1200,-0.5302,0.3149,NE,NO
Occupancy,AmericanRobin,cyper,0.063,0.2319,-0.3574,0.0539,0.5376,1.0014,1200,-0.2965,0.4637,M,NO
Occupancy,AmericanWoodcock,cyper,-0.0741,0.3115,-0.6894,-0.0711,0.5197,1.0063,1200,-0.5968,0.4309,M,NO
Occupancy,BarredOwl,cyper,-0.258,0.3116,-0.9114,-0.2344,0.3032,1.0013,1200,-0.7863,0.2265,R,NO
Occupancy,BaldEagle,cyper,-0.3192,0.3249,-0.9762,-0.3163,0.323,1.0093,1200,-0.863,0.2041,R,NO
Occupancy,BankSwallow,cyper,-0.2781,0.3166,-0.9481,-0.269,0.2937,1.0007,1148,-0.8163,0.2138,NE,NO
Occupancy,BaltimoreOriole,cyper,-0.4183,0.2275,-0.8687,-0.4113,0.0114,1.0003,1200,-0.7972,-0.0603,NE,NO
Occupancy,BarnSwallow,cyper,-0.3091,0.2758,-0.8687,-0.3032,0.2197,1.0053,1200,-0.7684,0.139,NE,NO
Occupancy,Black-cappedChickadee,cyper,0.0192,0.281,-0.512,0.0201,0.5853,1.0083,1200,-0.4377,0.4817,R,NO
Occupancy,BeltedKingfisher,cyper,-0.529,0.28,-1.0851,-0.5156,0.0041,0.999,1337,-0.9962,-0.081,R,NO
Occupancy,Blue-grayGnatcatcher,cyper,-0.016,0.2323,-0.434,-0.025,0.4588,1.0117,1200,-0.3721,0.3863,M,NO
Occupancy,Brown-headedCowbird,cyper,-0.2099,0.2466,-0.693,-0.2079,0.3032,1.005,1319,-0.6107,0.1867,M,NO
Occupancy,Blue-headedVireo,cyper,-0.0633,0.3238,-0.6578,-0.0636,0.5937,0.999,1200,-0.583,0.4406,NE,NO
Occupancy,BlueJay,cyper,-0.0138,0.2394,-0.4714,-0.0164,0.463,1.0202,1200,-0.3989,0.3955,M,NO
Occupancy,Bobolink,cyper,-0.1328,0.3232,-0.7372,-0.1512,0.5118,0.9999,1914,-0.6664,0.4006,NE,NO
Occupancy,BrownCreeper,cyper,0.0615,0.2584,-0.4285,0.058,0.5484,1.0347,1084,-0.3544,0.4777,M,NO
Occupancy,BrownThrasher,cyper,-0.1177,0.3111,-0.7561,-0.1272,0.4862,0.9996,1200,-0.6322,0.4012,M,NO
Occupancy,Black-throatedGreenWarbler,cyper,-0.1274,0.3316,-0.7708,-0.1257,0.4907,1.0038,1200,-0.6559,0.4035,NE,NO
Occupancy,Broad-wingedHawk,cyper,-0.2604,0.3182,-0.8923,-0.2551,0.364,1.0053,1200,-0.8049,0.2734,NE,NO
Occupancy,Blue-wingedWarbler,cyper,0.1264,0.2716,-0.3862,0.1269,0.6738,1.0007,1200,-0.3181,0.5723,NE,NO
Occupancy,CanadaGoose,cyper,-0.0649,0.2845,-0.6386,-0.0599,0.471,1.0023,1200,-0.5265,0.4044,R,NO
Occupancy,CarolinaWren,cyper,-0.2499,0.2141,-0.6623,-0.2483,0.141,1.0042,1200,-0.5949,0.0886,R,NO
Occupancy,CedarWaxwing,cyper,-0.1322,0.214,-0.5312,-0.1359,0.3037,0.9999,1200,-0.4692,0.2177,M,NO
Occupancy,CeruleanWarbler,cyper,-0.1204,0.3255,-0.7451,-0.1218,0.5539,1.0045,1200,-0.6576,0.4068,NE,NO
Occupancy,ChippingSparrow,cyper,-0.0071,0.2263,-0.432,-0.0054,0.443,1.0114,1348,-0.3666,0.3649,M,NO
Occupancy,ChimneySwift,cyper,-0.3027,0.2608,-0.8237,-0.3032,0.2051,1.0104,1200,-0.7298,0.1184,NE,NO
Occupancy,CliffSwallow,cyper,-0.2559,0.3232,-0.8809,-0.2626,0.3553,1.0138,1200,-0.7893,0.2868,NE,NO
Occupancy,CommonGrackle,cyper,-0.1743,0.2241,-0.6211,-0.1701,0.278,1.0016,1519,-0.5573,0.1805,M,NO
Occupancy,Cooper'sHawk,cyper,-0.2089,0.2663,-0.7545,-0.1989,0.2727,1.0025,1200,-0.6647,0.2149,M,NO
Occupancy,CommonYellowthroat,cyper,0.1954,0.1981,-0.1735,0.1912,0.6064,0.9995,1200,-0.1091,0.5289,NE,NO
Occupancy,Dark-eyedJunco,cyper,-0.3371,0.2489,-0.8385,-0.3321,0.1395,1.0046,1200,-0.7572,0.0516,R,NO
Occupancy,DownyWoodpecker,cyper,0.0187,0.269,-0.4866,0.0174,0.5735,1.0044,1200,-0.3985,0.4781,R,NO
Occupancy,EasternBluebird,cyper,0.2823,0.2375,-0.1714,0.2747,0.775,1.0086,1098,-0.1005,0.7019,M,NO
Occupancy,EasternKingbird,cyper,-0.1865,0.2666,-0.7298,-0.1802,0.3191,1.0262,1101,-0.6298,0.2465,NE,NO
Occupancy,EasternMeadowlark,cyper,-0.2418,0.3135,-0.8947,-0.2472,0.3746,0.9998,1046,-0.7507,0.2779,M,NO
Occupancy,EasternPhoebe,cyper,-0.2895,0.2494,-0.8076,-0.2851,0.2035,1.0018,1200,-0.696,0.1163,M,NO
Occupancy,EasternTowhee,cyper,0.5798,0.2334,0.1242,0.5781,1.0428,1.0097,1200,0.2069,0.9593,M,YES
Occupancy,EasternWood-Pewee,cyper,-0.1182,0.2443,-0.575,-0.1134,0.3532,1.0217,1200,-0.519,0.2795,NE,NO
Occupancy,EuropeanStarling,cyper,-0.4398,0.2587,-0.9676,-0.4314,0.0273,1.002,1200,-0.8863,-0.0413,R,NO
Occupancy,FieldSparrow,cyper,0.2881,0.2548,-0.2031,0.2862,0.7816,0.9995,1200,-0.1203,0.7096,M,NO
Occupancy,GreatBlueHeron,cyper,-0.5325,0.3044,-1.1551,-0.5271,0.0396,1.002,1200,-1.0545,-0.0694,M,NO
Occupancy,GreatCrestedFlycatcher,cyper,-0.1717,0.2827,-0.7247,-0.1798,0.3872,0.9997,1200,-0.6219,0.2968,NE,NO
Occupancy,GreatHornedOwl,cyper,-0.2324,0.3241,-0.8965,-0.2291,0.3598,1.0098,1010,-0.7836,0.2791,R,NO
Occupancy,GrayCatbird,cyper,-0.2294,0.1756,-0.5872,-0.2255,0.0942,1.0013,1200,-0.5281,0.041,M,NO
Occupancy,GreenHeron,cyper,-0.0803,0.3151,-0.7039,-0.0765,0.5211,1.0039,1200,-0.6145,0.4422,M,NO
Occupancy,HairyWoodpecker,cyper,0.0743,0.2584,-0.4242,0.0764,0.5839,1.0029,1200,-0.3516,0.5098,R,NO
Occupancy,HerringGull,cyper,-0.221,0.316,-0.8473,-0.2201,0.3687,0.9998,1073,-0.7427,0.2829,R,NO
Occupancy,HermitThrush,cyper,-0.0026,0.2993,-0.5975,-0.0099,0.6151,1.0131,1200,-0.4785,0.4956,NE,NO
Occupancy,HouseFinch,cyper,-0.2726,0.274,-0.8314,-0.2683,0.2844,1.0114,1200,-0.7277,0.1764,R,NO
Occupancy,HouseSparrow,cyper,-0.3832,0.2259,-0.8671,-0.373,0.0238,1.0022,1200,-0.7696,-0.0229,R,NO
Occupancy,HoodedWarbler,cyper,0.063,0.1921,-0.3181,0.064,0.4521,1.0039,1050,-0.259,0.3735,NE,NO
Occupancy,HouseWren,cyper,0.1942,0.1764,-0.1389,0.1939,0.5229,1.0089,1200,-0.0884,0.4813,M,NO
Occupancy,IndigoBunting,cyper,-0.3498,0.1796,-0.6991,-0.3429,-0.0115,1.002,1200,-0.6509,-0.0592,NE,YES
Occupancy,Killdeer,cyper,-0.0971,0.2864,-0.6423,-0.1007,0.4906,1.0012,1200,-0.5594,0.3776,M,NO
Occupancy,LouisianaWaterthrush,cyper,-0.3462,0.2561,-0.8355,-0.3443,0.1215,1.0009,1200,-0.7666,0.0581,NE,NO
Occupancy,Mallard,cyper,-0.2313,0.2946,-0.8409,-0.2182,0.3442,1.0092,1200,-0.7271,0.2385,M,NO
Occupancy,MourningDove,cyper,0.1008,0.2332,-0.341,0.0927,0.5757,1.0007,1200,-0.2698,0.4957,M,NO
Occupancy,NorthernCardinal,cyper,-0.248,0.2402,-0.7233,-0.2485,0.2366,1.0034,1200,-0.6273,0.1546,R,NO
Occupancy,NorthernFlicker,cyper,0.177,0.3013,-0.4349,0.1888,0.7543,1.0234,1055,-0.32,0.6439,M,NO
Occupancy,NorthernParula,cyper,-0.2315,0.3174,-0.8537,-0.2307,0.3677,1.0036,1456,-0.7416,0.2846,M,NO
Occupancy,NorthernRough-wingedSwallow,cyper,-0.475,0.2906,-1.0461,-0.4692,0.0887,1.0086,1200,-0.9405,-0.0125,M,NO
Occupancy,OrchardOriole,cyper,-0.2438,0.2708,-0.7979,-0.2403,0.2441,0.9995,1509,-0.7066,0.1895,NE,NO
Occupancy,Ovenbird,cyper,-0.2147,0.2487,-0.7412,-0.2092,0.2627,1.0053,1200,-0.6273,0.1896,NE,NO
Occupancy,PileatedWoodpecker,cyper,-0.0928,0.2764,-0.6614,-0.0937,0.441,1.0045,1200,-0.5302,0.3357,R,NO
Occupancy,PurpleFinch,cyper,-0.1798,0.3249,-0.8311,-0.1699,0.4532,1.0033,1200,-0.6973,0.329,M,NO
Occupancy,PurpleMartin,cyper,-0.1511,0.345,-0.8643,-0.1366,0.5395,1.0173,1200,-0.7112,0.409,NE,NO
Occupancy,Rose-breastedGrosbeak,cyper,-0.259,0.2654,-0.8044,-0.2576,0.2623,1.0024,1925,-0.6891,0.1733,NE,NO
Occupancy,Ring-billedGull,cyper,-0.3772,0.2728,-0.9232,-0.3797,0.1387,1.0042,1200,-0.8363,0.0521,R,NO
Occupancy,Red-breastedNuthatch,cyper,-0.0447,0.3226,-0.6935,-0.051,0.6024,0.9994,1633,-0.5768,0.4652,M,NO
Occupancy,Red-belliedWoodpecker,cyper,-0.1821,0.3103,-0.7868,-0.1908,0.4098,0.9996,1200,-0.6772,0.3204,R,NO
Occupancy,Red-eyedVireo,cyper,-0.1068,0.2453,-0.6005,-0.1115,0.3909,1.0091,1200,-0.5139,0.3052,NE,NO
Occupancy,Red-headedWoodpecker,cyper,-0.2308,0.2954,-0.8036,-0.237,0.3519,1.0009,1200,-0.7171,0.2598,R,NO
Occupancy,RockPigeon,cyper,-0.2372,0.3111,-0.849,-0.2432,0.4073,1.01,1200,-0.7374,0.2614,R,NO
Occupancy,Red-shoulderedHawk,cyper,-0.0682,0.2998,-0.6615,-0.0746,0.5346,1.0033,1200,-0.5455,0.4432,R,NO
Occupancy,Red-tailedHawk,cyper,-0.3342,0.2905,-0.929,-0.3288,0.2052,1.0139,799,-0.8422,0.1298,R,NO
Occupancy,Ruby-throatedHummingbird,cyper,-0.0275,0.3056,-0.6305,-0.0252,0.5685,1.0042,1200,-0.5212,0.4622,NE,NO
Occupancy,Red-wingedBlackbird,cyper,-0.2405,0.1888,-0.6353,-0.2413,0.1223,1.0027,1674,-0.5515,0.0788,M,NO
Occupancy,SavannahSparrow,cyper,-0.2466,0.3181,-0.8845,-0.237,0.3541,1.0133,1200,-0.7655,0.2814,M,NO
Occupancy,ScarletTanager,cyper,-0.1664,0.2283,-0.6124,-0.1643,0.2727,1.0021,1335,-0.5379,0.1995,NE,NO
Occupancy,SongSparrow,cyper,-0.0098,0.1692,-0.3366,-0.0126,0.3336,0.9999,1009,-0.2786,0.2768,R,NO
Occupancy,SwampSparrow,cyper,-0.119,0.2623,-0.6302,-0.1194,0.3926,1.0077,1200,-0.5514,0.3274,M,NO
Occupancy,TreeSwallow,cyper,-0.3167,0.272,-0.8716,-0.3011,0.192,1.0028,1200,-0.7831,0.0999,M,NO
Occupancy,TuftedTitmouse,cyper,-0.1585,0.2592,-0.6686,-0.1602,0.3625,1.0176,1200,-0.5944,0.2617,R,NO
Occupancy,TurkeyVulture,cyper,-0.0741,0.2894,-0.6484,-0.0769,0.5226,1.0024,1200,-0.5618,0.3955,M,NO
Occupancy,Veery,cyper,-0.0749,0.2509,-0.5282,-0.0781,0.416,1.0181,1200,-0.475,0.3514,NE,NO
Occupancy,VirginiaRail,cyper,-0.1419,0.3314,-0.8114,-0.1359,0.482,1.0101,1200,-0.7109,0.4097,M,NO
Occupancy,WarblingVireo,cyper,-0.4887,0.2333,-0.962,-0.4797,-0.057,1.0121,1200,-0.8889,-0.1189,NE,YES
Occupancy,White-breastedNuthatch,cyper,0.0841,0.2765,-0.4788,0.084,0.6189,1.0034,1391,-0.3671,0.5521,R,NO
Occupancy,White-eyedVireo,cyper,-0.0861,0.3157,-0.7106,-0.0892,0.5433,1.0052,1200,-0.6083,0.4185,NE,NO
Occupancy,WillowFlycatcher,cyper,0.0617,0.2563,-0.4161,0.0518,0.6057,1.0041,1200,-0.3436,0.5061,NE,NO
Occupancy,WildTurkey,cyper,0.0628,0.3075,-0.542,0.0575,0.6566,1.0241,1200,-0.4413,0.56,R,NO
Occupancy,WinterWren,cyper,-0.0734,0.2988,-0.6602,-0.0688,0.4997,1.0104,1200,-0.5685,0.4216,M,NO
Occupancy,WoodDuck,cyper,-0.1894,0.31,-0.7971,-0.1898,0.4201,1.0211,1200,-0.7055,0.3002,M,NO
Occupancy,WoodThrush,cyper,-0.0567,0.2129,-0.4907,-0.0554,0.3534,1.0056,1200,-0.41,0.2928,NE,NO
Occupancy,Yellow-billedCuckoo,cyper,-0.2149,0.294,-0.8167,-0.2058,0.3603,0.9992,1445,-0.7093,0.2693,NE,NO
Occupancy,YellowWarbler,cyper,-0.2215,0.2106,-0.6288,-0.2251,0.2111,1.0043,1200,-0.5641,0.1335,NE,NO
Occupancy,Yellow-throatedVireo,cyper,-0.0746,0.2536,-0.5604,-0.0713,0.4456,1.0082,1200,-0.4823,0.3456,NE,NO
Occupancy,Yellow-throatedWarbler,cyper,-0.4352,0.3031,-1.1007,-0.4104,0.0895,1.0031,1038,-0.9822,0.0162,NE,NO
Occupancy,AcadianFlycatcher,small_tree,0.0561,0.1394,-0.2094,0.0518,0.3223,1.0018,1200,-0.1616,0.2857,NE,NO
Occupancy,AlderFlycatcher,small_tree,0.1456,0.1839,-0.1945,0.1413,0.5432,1.002,1200,-0.1497,0.4573,NE,NO
Occupancy,AmericanCrow,small_tree,0.1072,0.1498,-0.175,0.1059,0.3916,1.0004,1200,-0.1336,0.3527,R,NO
Occupancy,AmericanGoldfinch,small_tree,-0.0198,0.1704,-0.3537,-0.0125,0.307,1.0172,1200,-0.3009,0.2519,M,NO
Occupancy,AmericanKestrel,small_tree,0.0688,0.1871,-0.2853,0.0723,0.4264,1.0016,997,-0.2314,0.3784,R,NO
Occupancy,AmericanRedstart,small_tree,0.0338,0.165,-0.3027,0.0371,0.3461,1.0042,1217,-0.2465,0.3026,NE,NO
Occupancy,AmericanRobin,small_tree,0.0999,0.1579,-0.2227,0.0994,0.417,1.0134,1200,-0.1518,0.3598,M,NO
Occupancy,AmericanWoodcock,small_tree,0.1532,0.1793,-0.1652,0.1402,0.5364,0.9994,1069,-0.1264,0.4627,M,NO
Occupancy,BarredOwl,small_tree,0.0666,0.1772,-0.2672,0.0665,0.415,1.0022,1200,-0.2222,0.3589,R,NO
Occupancy,BaldEagle,small_tree,0.1163,0.1724,-0.2244,0.1153,0.4691,1.0223,1200,-0.1618,0.3977,R,NO
Occupancy,BankSwallow,small_tree,0.0665,0.1845,-0.3047,0.0664,0.4233,1.0035,1797,-0.2384,0.3617,NE,NO
Occupancy,BaltimoreOriole,small_tree,0.0948,0.1587,-0.2166,0.0915,0.3941,1.0054,1123,-0.1702,0.3523,NE,NO
Occupancy,BarnSwallow,small_tree,0.0785,0.1617,-0.2274,0.0767,0.4045,1.0078,1200,-0.1844,0.3477,NE,NO
Occupancy,Black-cappedChickadee,small_tree,0.0569,0.1773,-0.2864,0.0531,0.4199,1.0107,1200,-0.2278,0.3601,R,NO
Occupancy,BeltedKingfisher,small_tree,0.0129,0.1684,-0.332,0.0195,0.3176,0.9994,1200,-0.2704,0.2739,R,NO
Occupancy,Blue-grayGnatcatcher,small_tree,0.1156,0.1594,-0.1857,0.1142,0.4185,1.0051,1200,-0.1353,0.3779,M,NO
Occupancy,Brown-headedCowbird,small_tree,0.1114,0.1703,-0.242,0.1098,0.4617,1.0077,1200,-0.1605,0.4094,M,NO
Occupancy,Blue-headedVireo,small_tree,0.0623,0.1828,-0.2904,0.0683,0.4357,1.0026,1200,-0.2326,0.3502,NE,NO
Occupancy,BlueJay,small_tree,0.23,0.1661,-0.0775,0.2211,0.5794,1.0042,1200,-0.0335,0.5163,M,NO
Occupancy,Bobolink,small_tree,0.0677,0.1812,-0.2951,0.0704,0.4177,1.0171,1200,-0.2211,0.3617,NE,NO
Occupancy,BrownCreeper,small_tree,0.0975,0.165,-0.2158,0.095,0.4128,1.0085,1200,-0.1778,0.3694,M,NO
Occupancy,BrownThrasher,small_tree,-0.0497,0.1879,-0.4405,-0.0468,0.318,1.0036,1120,-0.3536,0.2452,M,NO
Occupancy,Black-throatedGreenWarbler,small_tree,0.0599,0.1913,-0.3213,0.0663,0.4243,1.0107,1200,-0.2582,0.3652,NE,NO
Occupancy,Broad-wingedHawk,small_tree,-0.0009,0.1857,-0.3813,0.0026,0.3494,1.0013,1200,-0.3038,0.2951,NE,NO
Occupancy,Blue-wingedWarbler,small_tree,0.0841,0.1681,-0.2387,0.0841,0.4274,1.0007,1200,-0.1943,0.3698,NE,NO
Occupancy,CanadaGoose,small_tree,0.0434,0.1808,-0.3414,0.0476,0.3941,1.0058,1343,-0.2697,0.3255,R,NO
Occupancy,CarolinaWren,small_tree,0.2203,0.1626,-0.0993,0.2193,0.5302,1.0014,1200,-0.0493,0.4786,R,NO
Occupancy,CedarWaxwing,small_tree,-0.0836,0.1589,-0.4192,-0.08,0.2169,1.0011,1200,-0.341,0.1654,M,NO
Occupancy,CeruleanWarbler,small_tree,0.0612,0.1839,-0.2956,0.0627,0.4298,0.9994,1574,-0.2357,0.3674,NE,NO
Occupancy,ChippingSparrow,small_tree,0.0807,0.1551,-0.2214,0.0802,0.3986,0.9999,1026,-0.1663,0.3531,M,NO
Occupancy,ChimneySwift,small_tree,-0.0477,0.1862,-0.3959,-0.0447,0.3084,1.0107,1200,-0.351,0.2496,NE,NO
Occupancy,CliffSwallow,small_tree,0.015,0.1809,-0.3422,0.0136,0.3688,1.0153,1200,-0.2778,0.3159,NE,NO
Occupancy,CommonGrackle,small_tree,0.1013,0.1614,-0.199,0.0954,0.4574,1.0013,1299,-0.15,0.3914,M,NO
Occupancy,Cooper'sHawk,small_tree,0.0634,0.1631,-0.2584,0.0691,0.374,1.0009,1103,-0.2024,0.32,M,NO
Occupancy,CommonYellowthroat,small_tree,0.0766,0.1414,-0.2121,0.0789,0.3531,1.0017,1200,-0.1574,0.307,NE,NO
Occupancy,Dark-eyedJunco,small_tree,0.0544,0.1642,-0.2713,0.0567,0.382,1.0082,1103,-0.2281,0.3139,R,NO
Occupancy,DownyWoodpecker,small_tree,-0.0013,0.1748,-0.3591,0.0025,0.3247,1.0094,1200,-0.301,0.2862,R,NO
Occupancy,EasternBluebird,small_tree,0.0682,0.1621,-0.2302,0.0627,0.3893,1.002,1200,-0.187,0.3428,M,NO
Occupancy,EasternKingbird,small_tree,0.1243,0.1612,-0.1729,0.123,0.4414,1.0075,1020,-0.1292,0.391,NE,NO
Occupancy,EasternMeadowlark,small_tree,0.0729,0.181,-0.2805,0.0761,0.4243,1,1312,-0.226,0.3637,M,NO
Occupancy,EasternPhoebe,small_tree,0.0148,0.1655,-0.3214,0.0191,0.3162,1.0105,1200,-0.2595,0.2836,M,NO
Occupancy,EasternTowhee,small_tree,0.1235,0.1478,-0.1578,0.1205,0.4224,1.0029,1200,-0.1076,0.3808,M,NO
Occupancy,EasternWood-Pewee,small_tree,0.1624,0.1545,-0.136,0.1549,0.4835,1.0048,1200,-0.0886,0.4383,NE,NO
Occupancy,EuropeanStarling,small_tree,-0.0546,0.1528,-0.3849,-0.0507,0.2353,1.0089,1200,-0.3167,0.1873,R,NO
Occupancy,FieldSparrow,small_tree,0.0273,0.1538,-0.2645,0.0274,0.3153,1.0218,1200,-0.219,0.2775,M,NO
Occupancy,GreatBlueHeron,small_tree,0.0688,0.1707,-0.2678,0.0673,0.407,0.9996,1200,-0.2278,0.3361,M,NO
Occupancy,GreatCrestedFlycatcher,small_tree,0.0365,0.1888,-0.3436,0.0351,0.4136,1.0014,1123,-0.2739,0.3557,NE,NO
Occupancy,GreatHornedOwl,small_tree,0.055,0.185,-0.3281,0.0587,0.3996,1.003,1078,-0.2531,0.3479,R,NO
Occupancy,GrayCatbird,small_tree,0.0865,0.141,-0.1837,0.0883,0.3545,1.003,1200,-0.1466,0.3186,M,NO
Occupancy,GreenHeron,small_tree,0.0928,0.1796,-0.2562,0.0881,0.4465,1.012,1200,-0.1948,0.3971,M,NO
Occupancy,HairyWoodpecker,small_tree,0.1825,0.1704,-0.1387,0.1827,0.5354,1.0065,1200,-0.0935,0.4621,R,NO
Occupancy,HerringGull,small_tree,0.0797,0.1846,-0.2661,0.0738,0.4471,1.0053,1074,-0.2143,0.3912,R,NO
Occupancy,HermitThrush,small_tree,0.0674,0.1821,-0.2754,0.0637,0.436,1.0019,1322,-0.2112,0.3652,NE,NO
Occupancy,HouseFinch,small_tree,0.1161,0.1684,-0.2088,0.117,0.4544,1.0099,1320,-0.1714,0.3918,R,NO
Occupancy,HouseSparrow,small_tree,0.0683,0.1474,-0.2322,0.0732,0.3557,1.0041,1200,-0.171,0.3085,R,NO
Occupancy,HoodedWarbler,small_tree,-0.0012,0.1475,-0.302,0.0025,0.2803,1.0065,1200,-0.2456,0.2374,NE,NO
Occupancy,HouseWren,small_tree,0.2251,0.1377,-0.0286,0.2202,0.5133,1.004,1200,0.0035,0.454,M,NO
Occupancy,IndigoBunting,small_tree,0.0562,0.1369,-0.2224,0.0617,0.3324,1.0035,1094,-0.1794,0.2779,NE,NO
Occupancy,Killdeer,small_tree,0.1041,0.1704,-0.241,0.1074,0.4264,1.0091,1080,-0.1911,0.3801,M,NO
Occupancy,LouisianaWaterthrush,small_tree,0.1155,0.1618,-0.1868,0.1127,0.4509,1.0005,1200,-0.1469,0.3837,NE,NO
Occupancy,Mallard,small_tree,0.0371,0.1721,-0.2923,0.0356,0.3858,1.0098,1344,-0.246,0.3201,M,NO
Occupancy,MourningDove,small_tree,0.1283,0.1566,-0.1722,0.1211,0.4519,1.0032,1200,-0.107,0.4066,M,NO
Occupancy,NorthernCardinal,small_tree,0.0392,0.1649,-0.2785,0.0458,0.3621,0.9992,1093,-0.2356,0.3053,R,NO
Occupancy,NorthernFlicker,small_tree,0.0611,0.183,-0.2802,0.0591,0.4406,1,1200,-0.2398,0.3695,M,NO
Occupancy,NorthernParula,small_tree,0.0669,0.1813,-0.2843,0.0692,0.4141,1.0034,963,-0.224,0.362,M,NO
Occupancy,NorthernRough-wingedSwallow,small_tree,0.0076,0.1728,-0.3158,0.0073,0.3415,1.001,1200,-0.269,0.2848,M,NO
Occupancy,OrchardOriole,small_tree,0.0201,0.1638,-0.3026,0.0228,0.3397,1.0082,1200,-0.2542,0.2806,NE,NO
Occupancy,Ovenbird,small_tree,0.0336,0.1645,-0.2897,0.0327,0.35,1.0001,1200,-0.2392,0.3002,NE,NO
Occupancy,PileatedWoodpecker,small_tree,0.0773,0.1715,-0.2485,0.0703,0.4283,1.0006,1200,-0.1915,0.3626,R,NO
Occupancy,PurpleFinch,small_tree,0.0434,0.1783,-0.321,0.0393,0.3876,1.0059,1200,-0.2542,0.3376,M,NO
Occupancy,PurpleMartin,small_tree,0.0647,0.1858,-0.3023,0.0687,0.4267,1.0021,1200,-0.2378,0.3768,NE,NO
Occupancy,Rose-breastedGrosbeak,small_tree,-0.0348,0.1738,-0.3828,-0.032,0.2827,1.0041,1200,-0.323,0.2314,NE,NO
Occupancy,Ring-billedGull,small_tree,0.0523,0.1725,-0.2839,0.0499,0.3866,1.0018,1200,-0.2259,0.3299,R,NO
Occupancy,Red-breastedNuthatch,small_tree,0.058,0.1889,-0.3168,0.0559,0.4429,1.0013,1200,-0.2543,0.3615,M,NO
Occupancy,Red-belliedWoodpecker,small_tree,0.0336,0.1701,-0.2935,0.0312,0.3883,1.0019,1065,-0.2356,0.3223,R,NO
Occupancy,Red-eyedVireo,small_tree,-0.0729,0.1554,-0.3974,-0.0625,0.2097,1.0104,1200,-0.3378,0.1666,NE,NO
Occupancy,Red-headedWoodpecker,small_tree,0.0521,0.1757,-0.3131,0.0532,0.3796,1.0007,1200,-0.2291,0.3372,R,NO
