Process,Species,Covariate,Mean,SD,5%,50%,95%,Rhat,ESS,Migratory
Occupancy,Red-winged Blackbird,cyper,-0.225,0.1862,-0.5352,-0.2167,0.0711,1.0014,1200,M
Occupancy,Savannah Sparrow,cyper,-0.2375,0.3073,-0.7534,-0.2198,0.2574,1.0154,1229,M
Occupancy,Scarlet Tanager,cyper,-0.2328,0.2207,-0.5954,-0.2328,0.1064,1.0057,1200,NE
Occupancy,Song Sparrow,cyper,0.0475,0.1696,-0.2431,0.0439,0.3363,1.0135,1200,R
Occupancy,Swamp Sparrow,cyper,-0.1207,0.2606,-0.5339,-0.1283,0.3099,1.0127,1200,M
Occupancy,Tree Swallow,cyper,-0.2792,0.269,-0.719,-0.275,0.1434,1.0009,1200,M
Occupancy,Tufted Titmouse,cyper,-0.1718,0.2628,-0.6025,-0.1759,0.2595,1.0017,1200,R
Occupancy,Turkey Vulture,cyper,-0.0926,0.2759,-0.5696,-0.094,0.3425,1.0051,1093,M
Occupancy,Veery,cyper,-0.1172,0.2413,-0.5333,-0.1094,0.2796,1.0031,1304,NE
Occupancy,Virginia Rail,cyper,-0.1305,0.3002,-0.635,-0.1321,0.3534,0.9993,1200,M
Occupancy,Warbling Vireo,cyper,-0.4277,0.2259,-0.8165,-0.4138,-0.0729,1.0006,1102,NE
Occupancy,White-breasted Nuthatch,cyper,-0.0048,0.2623,-0.4498,-0.0016,0.4227,1.0005,1200,R
Occupancy,White-eyed Vireo,cyper,-0.1073,0.2979,-0.5859,-0.1157,0.3669,1.0041,1200,NE
Occupancy,Willow Flycatcher,cyper,0.0062,0.2421,-0.3759,-0.0014,0.4118,1.0041,1200,NE
Occupancy,Wild Turkey,cyper,0.0473,0.2889,-0.4113,0.0424,0.5337,1.0165,1347,R
Occupancy,Winter Wren,cyper,-0.0629,0.2832,-0.5221,-0.0669,0.4013,0.9992,1200,M
Occupancy,Wood Duck,cyper,-0.1736,0.2889,-0.6486,-0.1616,0.2837,1.0117,1200,M
Occupancy,Wood Thrush,cyper,-0.1191,0.2026,-0.4419,-0.1176,0.2105,1.0113,1200,NE
Occupancy,Yellow-billed Cuckoo,cyper,-0.2113,0.2866,-0.6779,-0.2067,0.2415,1.0119,1200,NE
Occupancy,Yellow Warbler,cyper,-0.1921,0.2072,-0.5355,-0.1941,0.1473,1.003,1200,NE
Occupancy,Yellow-throated Vireo,cyper,-0.1006,0.2419,-0.508,-0.1017,0.2855,1.003,1200,NE
Occupancy,Yellow-throated Warbler,cyper,-0.4031,0.2889,-0.8903,-0.3941,0.0532,1.0038,1200,NE
Occupancy,Acadian Flycatcher,ldi.index.score,-1.024,0.3552,-1.6607,-1.0038,-0.4874,1.0092,1079,NE
Occupancy,Alder Flycatcher,ldi.index.score,-0.3394,0.5039,-1.1799,-0.3228,0.4602,1.0007,1200,NE
Occupancy,American Crow,ldi.index.score,-0.1182,0.2579,-0.5408,-0.1324,0.3061,1.0077,1200,R
Occupancy,American Goldfinch,ldi.index.score,0.2463,0.4195,-0.3855,0.2329,0.9708,1.0071,964,M
Occupancy,American Kestrel,ldi.index.score,-0.1176,0.4876,-0.9696,-0.105,0.6372,1.0103,1200,R
Occupancy,American Redstart,ldi.index.score,0.6666,0.3573,0.1282,0.653,1.274,1.0038,1029,NE
Occupancy,American Robin,ldi.index.score,0.2304,0.3989,-0.3637,0.2095,0.8945,1.0031,1200,M
Occupancy,American Woodcock,ldi.index.score,-0.3732,0.4897,-1.2195,-0.3505,0.3825,1.0002,1200,M
Occupancy,Barred Owl,ldi.index.score,-0.4572,0.4925,-1.3307,-0.4464,0.344,1.0113,1200,R
Occupancy,Bald Eagle,ldi.index.score,-0.2337,0.4881,-1.0445,-0.2219,0.5456,1.0023,1200,R
Occupancy,Bank Swallow,ldi.index.score,-0.352,0.4895,-1.1936,-0.3238,0.4025,1.0156,1200,NE
Occupancy,Baltimore Oriole,ldi.index.score,-0.1975,0.2763,-0.6271,-0.2097,0.2921,1.003,1200,NE
Occupancy,Barn Swallow,ldi.index.score,-0.0392,0.3762,-0.642,-0.0464,0.5858,1,1080,NE
Occupancy,Black-capped Chickadee,ldi.index.score,-0.4553,0.3829,-1.0538,-0.4692,0.1553,1.0174,1343,R
Occupancy,Belted Kingfisher,ldi.index.score,0.4597,0.4336,-0.1967,0.4194,1.2216,1.0055,1200,R
Occupancy,Blue-gray Gnatcatcher,ldi.index.score,-0.0134,0.2685,-0.4244,-0.0264,0.4355,1.0017,1210,M
Occupancy,Brown-headed Cowbird,ldi.index.score,0.5644,0.3637,-0.0066,0.5421,1.1995,1.0105,1200,M
Occupancy,Blue-headed Vireo,ldi.index.score,-0.0794,0.4846,-0.8812,-0.0734,0.7215,1.0042,1200,NE
Occupancy,Blue Jay,ldi.index.score,-0.5357,0.2556,-0.9588,-0.5374,-0.1304,1.0052,2352,M
Occupancy,Bobolink,ldi.index.score,-0.1784,0.5421,-1.0474,-0.1574,0.7012,1.0033,1200,NE
Occupancy,Brown Creeper,ldi.index.score,0.15,0.3858,-0.4882,0.165,0.7488,1.0053,1200,M
Occupancy,Brown Thrasher,ldi.index.score,-0.3898,0.4624,-1.1294,-0.3998,0.4395,1.0097,1032,M
Occupancy,Black-throated Green Warbler,ldi.index.score,-0.1797,0.5366,-1.1221,-0.1506,0.6348,1.0037,1081,NE
Occupancy,Broad-winged Hawk,ldi.index.score,-0.2873,0.5035,-1.1316,-0.2418,0.4844,1.0049,1200,NE
Occupancy,Blue-winged Warbler,ldi.index.score,-0.6747,0.485,-1.5241,-0.6506,0.0708,1.0226,1200,NE
Occupancy,Canada Goose,ldi.index.score,0.5925,0.3914,-0.0048,0.5829,1.2484,0.9998,1200,R
Occupancy,Carolina Wren,ldi.index.score,-0.4785,0.3336,-1.0052,-0.488,0.0552,1.0178,1200,R
Occupancy,Cedar Waxwing,ldi.index.score,0.4431,0.2864,0.0032,0.4211,0.9183,1.0059,1200,M
Occupancy,Cerulean Warbler,ldi.index.score,-0.1642,0.527,-1.0548,-0.1539,0.6648,1.0027,1086,NE
Occupancy,Chipping Sparrow,ldi.index.score,0.2861,0.2792,-0.1362,0.2593,0.7483,1.003,1200,M
Occupancy,Chimney Swift,ldi.index.score,0.1332,0.329,-0.3786,0.1269,0.6846,1.0017,2026,NE
Occupancy,Cliff Swallow,ldi.index.score,0.5516,0.4425,-0.1655,0.536,1.3009,1.0205,1200,NE
Occupancy,Common Grackle,ldi.index.score,0.3659,0.3488,-0.1561,0.3391,0.9549,1.007,1200,M
Occupancy,Cooper's Hawk,ldi.index.score,-0.1017,0.3502,-0.6854,-0.0842,0.4469,1.0057,1355,M
Occupancy,Common Yellowthroat,ldi.index.score,-0.2533,0.2316,-0.6586,-0.2411,0.0989,1.0058,1322,NE
Occupancy,Dark-eyed Junco,ldi.index.score,-0.561,0.4072,-1.2573,-0.5383,0.065,1.0098,1200,R
Occupancy,Downy Woodpecker,ldi.index.score,-0.2974,0.3607,-0.8594,-0.2994,0.3054,0.9995,1200,R
Occupancy,Eastern Bluebird,ldi.index.score,-0.5676,0.3745,-1.1727,-0.5702,0.0602,1.0057,1200,M
Occupancy,Eastern Kingbird,ldi.index.score,-0.5053,0.3903,-1.1875,-0.4782,0.0873,1.0037,1200,NE
Occupancy,Eastern Meadowlark,ldi.index.score,-0.2563,0.4776,-1.1534,-0.2316,0.514,1.0053,1200,M
Occupancy,Eastern Phoebe,ldi.index.score,-0.1432,0.325,-0.6969,-0.1362,0.3955,1.0072,1200,M
Occupancy,Eastern Towhee,ldi.index.score,-0.4468,0.3024,-0.9484,-0.4394,0.0485,1.0101,1470,M
Occupancy,Eastern Wood-Pewee,ldi.index.score,-0.5423,0.2329,-0.9286,-0.5421,-0.1594,1.0159,1200,NE
Occupancy,European Starling,ldi.index.score,0.1985,0.2469,-0.1905,0.1839,0.6272,1.0084,1200,R
Occupancy,Field Sparrow,ldi.index.score,-0.4471,0.3507,-1.0148,-0.4379,0.1153,1.0072,1086,M
Occupancy,Great Blue Heron,ldi.index.score,-0.5587,0.4384,-1.307,-0.5368,0.1424,1.0033,1181,M
Occupancy,Great Crested Flycatcher,ldi.index.score,-0.5083,0.3568,-1.0936,-0.5055,0.0389,1.0025,1340,NE
Occupancy,Great Horned Owl,ldi.index.score,-0.0837,0.5036,-0.9022,-0.0866,0.7419,1.0129,1200,R
Occupancy,Gray Catbird,ldi.index.score,0.2595,0.2675,-0.1551,0.2478,0.7407,1.0041,1200,M
Occupancy,Green Heron,ldi.index.score,-0.0064,0.4686,-0.7562,-0.0092,0.7482,1.0006,1200,M
Occupancy,Hairy Woodpecker,ldi.index.score,-0.7305,0.4199,-1.441,-0.7231,-0.0766,1.0116,1200,R
Occupancy,Herring Gull,ldi.index.score,-0.2695,0.5003,-1.0871,-0.2311,0.509,1.0121,1200,R
Occupancy,Hermit Thrush,ldi.index.score,-0.3739,0.4976,-1.2224,-0.3526,0.3851,1.0047,1200,NE
Occupancy,House Finch,ldi.index.score,0.3245,0.3693,-0.2041,0.2919,0.9901,1.0003,1200,R
Occupancy,House Sparrow,ldi.index.score,0.5452,0.2652,0.1457,0.5248,1.0275,1.0005,1200,R
Occupancy,Hooded Warbler,ldi.index.score,-0.7673,0.3597,-1.3848,-0.7506,-0.2222,1.0008,982,NE
Occupancy,House Wren,ldi.index.score,0.0948,0.2009,-0.2269,0.0892,0.442,1.0038,1200,M
Occupancy,Indigo Bunting,ldi.index.score,-0.1814,0.2168,-0.5468,-0.1784,0.1526,1.0007,1312,NE
Occupancy,Killdeer,ldi.index.score,0.3556,0.3038,-0.1526,0.3613,0.8448,0.9999,1200,M
Occupancy,Louisiana Waterthrush,ldi.index.score,-0.3225,0.4172,-1.0457,-0.2969,0.3249,1.0105,1200,NE
Occupancy,Mallard,ldi.index.score,0.2442,0.3855,-0.3591,0.2274,0.8854,1.0027,1044,M
Occupancy,Mourning Dove,ldi.index.score,-0.0235,0.3515,-0.5651,-0.0593,0.5716,1.0038,1200,M
Occupancy,Northern Cardinal,ldi.index.score,0.214,0.3636,-0.3442,0.1974,0.8431,1.0019,1200,R
Occupancy,Northern Flicker,ldi.index.score,0.2358,0.435,-0.421,0.2055,1.0158,1.0025,1074,M
Occupancy,Northern Parula,ldi.index.score,0.4116,0.4646,-0.3431,0.4224,1.1399,1.0024,1071,M
Occupancy,Northern Rough-winged Swallow,ldi.index.score,0.1893,0.344,-0.3558,0.1785,0.7986,1.0006,1200,M
Occupancy,Orchard Oriole,ldi.index.score,0.3452,0.3049,-0.1264,0.3266,0.8739,1.0043,1200,NE
Occupancy,Ovenbird,ldi.index.score,-0.6051,0.4622,-1.427,-0.5678,0.1144,1.0063,1103,NE
Occupancy,Pileated Woodpecker,ldi.index.score,-0.4901,0.422,-1.1962,-0.4848,0.2277,1.0001,1200,R
Occupancy,Purple Finch,ldi.index.score,-0.1837,0.4901,-0.9584,-0.1803,0.6075,1.0021,1200,M
Occupancy,Purple Martin,ldi.index.score,-0.1826,0.5309,-1.0574,-0.1733,0.6745,1.0047,1200,NE
Occupancy,Rose-breasted Grosbeak,ldi.index.score,-0.6169,0.3431,-1.1836,-0.6059,-0.0774,1.007,1398,NE
Occupancy,Ring-billed Gull,ldi.index.score,0.7904,0.2974,0.3278,0.7747,1.2796,1.0022,1200,R
Occupancy,Red-breasted Nuthatch,ldi.index.score,0.0678,0.4912,-0.7372,0.07,0.8597,0.9997,1200,M
Occupancy,Red-bellied Woodpecker,ldi.index.score,-0.6658,0.3283,-1.2476,-0.6546,-0.1636,0.9993,1200,R
Occupancy,Red-eyed Vireo,ldi.index.score,-0.3854,0.2293,-0.7501,-0.3846,-0.0077,1.0143,1200,NE
Occupancy,Red-headed Woodpecker,ldi.index.score,0.1137,0.4202,-0.5577,0.1044,0.8018,1.0023,1397,R
Occupancy,Rock Pigeon,ldi.index.score,0.2272,0.4543,-0.5241,0.2311,0.9481,1.0014,1200,R
Occupancy,Red-shouldered Hawk,ldi.index.score,-0.7111,0.5108,-1.5209,-0.7042,0.1524,1.0033,838,R
Occupancy,Red-tailed Hawk,ldi.index.score,-0.6165,0.4662,-1.4051,-0.6036,0.1459,1.0008,1200,R
Occupancy,Ruby-throated Hummingbird,ldi.index.score,-0.0358,0.4434,-0.771,-0.0475,0.7053,1.0089,1200,NE
Occupancy,Red-winged Blackbird,ldi.index.score,0.1717,0.2069,-0.1569,0.1686,0.5167,0.9996,1346,M
Occupancy,Savannah Sparrow,ldi.index.score,-0.1628,0.4743,-0.957,-0.1575,0.5828,1.0002,1200,M
Occupancy,Scarlet Tanager,ldi.index.score,-0.7826,0.3176,-1.3171,-0.7653,-0.2902,0.9993,1200,NE
Occupancy,Song Sparrow,ldi.index.score,0.2879,0.2436,-0.0811,0.2782,0.7169,1.013,1200,R
Occupancy,Swamp Sparrow,ldi.index.score,-0.7199,0.4458,-1.4876,-0.6973,-0.0333,1.004,1200,M
Occupancy,Tree Swallow,ldi.index.score,0.0926,0.3098,-0.4144,0.0942,0.595,1.0072,1200,M
Occupancy,Tufted Titmouse,ldi.index.score,-0.4743,0.3187,-1.0071,-0.4726,0.0659,1.0005,1103,R
Occupancy,Turkey Vulture,ldi.index.score,0.1977,0.48,-0.5662,0.1884,0.9808,1.0032,1103,M
Occupancy,Veery,ldi.index.score,-0.9284,0.4694,-1.7437,-0.8891,-0.2293,1.0007,1200,NE
Occupancy,Virginia Rail,ldi.index.score,-0.1845,0.5255,-1.0888,-0.1714,0.6668,1.0009,1200,M
Occupancy,Warbling Vireo,ldi.index.score,0.6415,0.2944,0.184,0.6218,1.1398,1.015,1069,NE
Occupancy,White-breasted Nuthatch,ldi.index.score,-0.6083,0.3801,-1.2051,-0.6149,0.0332,1.0064,1200,R
Occupancy,White-eyed Vireo,ldi.index.score,-0.3908,0.5253,-1.2823,-0.3676,0.4234,1.0044,894,NE
Occupancy,Willow Flycatcher,ldi.index.score,-0.667,0.3698,-1.2977,-0.6557,-0.0849,1.0057,1301,NE
Occupancy,Wild Turkey,ldi.index.score,-0.1906,0.4779,-1.0087,-0.1842,0.5378,1.0012,1331,R
Occupancy,Winter Wren,ldi.index.score,-0.2693,0.509,-1.126,-0.2546,0.5373,1.0181,1200,M
Occupancy,Wood Duck,ldi.index.score,-0.5443,0.525,-1.4646,-0.5165,0.2659,1.0025,1200,M
Occupancy,Wood Thrush,ldi.index.score,-0.8541,0.2771,-1.3071,-0.8442,-0.4069,1.0019,1200,NE
Occupancy,Yellow-billed Cuckoo,ldi.index.score,-0.5145,0.49,-1.3121,-0.4862,0.254,1.0022,873,NE
Occupancy,Yellow Warbler,ldi.index.score,0.0329,0.2473,-0.3601,0.031,0.4619,1.0123,1200,NE
Occupancy,Yellow-throated Vireo,ldi.index.score,-0.2271,0.413,-0.923,-0.2183,0.3915,1.002,1200,NE
Occupancy,Yellow-throated Warbler,ldi.index.score,-0.2335,0.4403,-0.9652,-0.2052,0.4614,1.002,1200,NE
Occupancy,Acadian Flycatcher,developed,0.4351,0.2536,0.0266,0.4259,0.8753,1.0051,1200,NE
Occupancy,Alder Flycatcher,developed,-0.0122,0.4043,-0.7246,-0.016,0.6443,1.0094,1200,NE
Occupancy,American Crow,developed,-0.1728,0.2377,-0.5585,-0.1699,0.2211,1.001,1200,R
Occupancy,American Goldfinch,developed,-0.0182,0.3293,-0.5421,-0.0417,0.5389,1.008,1200,M
Occupancy,American Kestrel,developed,-0.2307,0.4183,-0.9255,-0.2052,0.3945,1.0087,1200,R
Occupancy,American Redstart,developed,0.5512,0.2771,0.0923,0.5561,1.0057,1.002,1200,NE
Occupancy,American Robin,developed,-0.383,0.2184,-0.7411,-0.3747,-0.0212,1.0041,1200,M
Occupancy,American Woodcock,developed,-0.0557,0.3687,-0.6444,-0.0563,0.5214,1.0004,1303,M
Occupancy,Barred Owl,developed,-0.116,0.3855,-0.7822,-0.0977,0.4858,1.0019,1200,R
Occupancy,Bald Eagle,developed,-0.1155,0.394,-0.7851,-0.1165,0.5258,0.9989,1314,R
Occupancy,Bank Swallow,developed,-0.101,0.391,-0.7479,-0.1071,0.5235,1.0099,1200,NE
Occupancy,Baltimore Oriole,developed,-0.5076,0.2707,-0.9631,-0.4943,-0.0873,1.0021,1200,NE
Occupancy,Barn Swallow,developed,-0.2491,0.3279,-0.8031,-0.2351,0.2641,1.0014,1200,NE
Occupancy,Black-capped Chickadee,developed,0.1143,0.3468,-0.4304,0.1028,0.7008,1.03,1405,R
Occupancy,Belted Kingfisher,developed,-0.4393,0.3603,-1.0602,-0.4166,0.1117,0.9994,1200,R
Occupancy,Blue-gray Gnatcatcher,developed,0.4933,0.2829,0.0776,0.4725,0.994,1.0072,1200,M
Occupancy,Brown-headed Cowbird,developed,-0.1524,0.271,-0.5907,-0.1544,0.2881,1.0015,1200,M
Occupancy,Blue-headed Vireo,developed,-0.1355,0.408,-0.8174,-0.1372,0.524,1.021,1200,NE
Occupancy,Blue Jay,developed,-0.1077,0.3132,-0.5872,-0.1263,0.408,1.0285,1200,M
Occupancy,Bobolink,developed,-0.0937,0.4068,-0.7586,-0.0975,0.5821,1.0031,1200,NE
Occupancy,Brown Creeper,developed,0.354,0.2812,-0.1033,0.3451,0.8417,1.0047,1200,M
Occupancy,Brown Thrasher,developed,-0.1734,0.384,-0.7997,-0.1669,0.4531,1.0064,1317,M
Occupancy,Black-throated Green Warbler,developed,-0.0817,0.4271,-0.8164,-0.0825,0.6081,1.0041,1200,NE
Occupancy,Broad-winged Hawk,developed,-0.1551,0.3826,-0.8025,-0.1622,0.4708,1.0167,1200,NE
Occupancy,Blue-winged Warbler,developed,-0.0618,0.3336,-0.6295,-0.0733,0.5007,1.0047,1200,NE
Occupancy,Canada Goose,developed,-0.1292,0.3716,-0.7388,-0.1306,0.4709,0.9994,1200,R
Occupancy,Carolina Wren,developed,-0.2732,0.2918,-0.7567,-0.2693,0.201,1.004,1200,R
Occupancy,Cedar Waxwing,developed,0.0264,0.2514,-0.3678,0.0186,0.4504,1.0135,1200,M
Occupancy,Cerulean Warbler,developed,-0.0953,0.3983,-0.7787,-0.0728,0.5483,1.0237,1199,NE
Occupancy,Chipping Sparrow,developed,-0.7628,0.3152,-1.3184,-0.7542,-0.281,1.0048,1200,M
Occupancy,Chimney Swift,developed,-0.0119,0.2717,-0.4398,-0.0217,0.4554,1.0042,1004,NE
Occupancy,Cliff Swallow,developed,-0.1604,0.4065,-0.8303,-0.1506,0.5093,1.0006,1098,NE
Occupancy,Common Grackle,developed,-0.5847,0.3098,-1.1189,-0.566,-0.1007,1.0004,1327,M
Occupancy,Cooper's Hawk,developed,-0.3558,0.3493,-0.9538,-0.3336,0.176,1.0147,1200,M
Occupancy,Common Yellowthroat,developed,0.0109,0.2313,-0.356,0.0115,0.3849,1.0007,1200,NE
Occupancy,Dark-eyed Junco,developed,0.2225,0.2926,-0.24,0.2092,0.72,0.999,1200,R
Occupancy,Downy Woodpecker,developed,-0.0121,0.3168,-0.5136,-0.0363,0.509,1.004,1200,R
Occupancy,Eastern Bluebird,developed,-0.2905,0.3177,-0.8194,-0.285,0.2395,1.0085,1200,M
Occupancy,Eastern Kingbird,developed,-0.198,0.3218,-0.7461,-0.1934,0.321,1.0114,911,NE
Occupancy,Eastern Meadowlark,developed,-0.3513,0.4076,-1.0459,-0.325,0.2712,1.017,1102,M
Occupancy,Eastern Phoebe,developed,-0.339,0.2867,-0.8327,-0.3272,0.1015,0.9996,1300,M
Occupancy,Eastern Towhee,developed,0.0487,0.228,-0.3429,0.0547,0.409,1.001,1200,M
Occupancy,Eastern Wood-Pewee,developed,-0.1077,0.323,-0.6155,-0.1264,0.4414,1.0035,1099,NE
Occupancy,European Starling,developed,-0.408,0.31,-0.9437,-0.3955,0.0784,1.0217,1200,R
Occupancy,Field Sparrow,developed,-0.2986,0.3238,-0.8427,-0.2866,0.1786,1.0051,1200,M
Occupancy,Great Blue Heron,developed,0.1077,0.3225,-0.4149,0.1047,0.6409,1.01,1200,M
Occupancy,Great Crested Flycatcher,developed,0.3449,0.403,-0.2868,0.3378,1.0291,1.008,1025,NE
Occupancy,Great Horned Owl,developed,-0.189,0.4113,-0.8593,-0.1716,0.4814,1.0015,1200,R
Occupancy,Gray Catbird,developed,-0.3806,0.223,-0.7372,-0.3786,-0.0281,1.0006,1200,M
Occupancy,Green Heron,developed,-0.1536,0.3991,-0.8561,-0.1297,0.462,1.0058,1200,M
Occupancy,Hairy Woodpecker,developed,0.2804,0.3653,-0.2859,0.2758,0.904,1.0038,818,R
Occupancy,Herring Gull,developed,-0.2117,0.4138,-0.9093,-0.2015,0.4572,1.0116,1200,R
Occupancy,Hermit Thrush,developed,0.0444,0.3516,-0.5575,0.0643,0.6044,1.0126,1200,NE
Occupancy,House Finch,developed,-0.5326,0.3441,-1.1285,-0.5126,0.0059,1.0012,1200,R
Occupancy,House Sparrow,developed,-0.4765,0.2939,-0.9783,-0.4704,-0.0073,1.0005,1200,R
Occupancy,Hooded Warbler,developed,0.0308,0.1995,-0.295,0.0316,0.3506,1.0007,1200,NE
Occupancy,House Wren,developed,-0.0258,0.1808,-0.3321,-0.0193,0.2546,1.0191,1200,M
Occupancy,Indigo Bunting,developed,0.2346,0.1985,-0.0987,0.2309,0.5756,1.0001,1031,NE
Occupancy,Killdeer,developed,-0.2827,0.3669,-0.9287,-0.2717,0.2781,1.0048,1200,M
Occupancy,Louisiana Waterthrush,developed,0.5545,0.2859,0.0957,0.544,1.0451,1.0019,1200,NE
Occupancy,Mallard,developed,-0.3417,0.3878,-0.9916,-0.3294,0.2555,1.0053,1315,M
Occupancy,Mourning Dove,developed,-0.3612,0.3123,-0.9014,-0.3491,0.1092,1.005,1200,M
Occupancy,Northern Cardinal,developed,0.0063,0.2638,-0.4209,0.0069,0.4569,0.9999,1200,R
Occupancy,Northern Flicker,developed,-0.2828,0.2992,-0.807,-0.2714,0.1885,1.0031,1200,M
Occupancy,Northern Parula,developed,-0.0877,0.3987,-0.7546,-0.0804,0.5631,1.0025,1196,M
Occupancy,Northern Rough-winged Swallow,developed,-0.3723,0.3495,-0.994,-0.3539,0.1828,1.0126,1200,M
Occupancy,Orchard Oriole,developed,-0.3457,0.3753,-0.9778,-0.3397,0.2276,1.0018,1200,NE
Occupancy,Ovenbird,developed,0.6552,0.2552,0.2517,0.6445,1.0895,1.0016,1200,NE
Occupancy,Pileated Woodpecker,developed,0.3182,0.3439,-0.2341,0.2994,0.8787,1.0181,1200,R
Occupancy,Purple Finch,developed,-0.0161,0.3961,-0.6734,-0.0167,0.6398,1.0125,1200,M
Occupancy,Purple Martin,developed,-0.0882,0.4098,-0.7532,-0.0859,0.5732,1.0014,919,NE
Occupancy,Rose-breasted Grosbeak,developed,-0.0614,0.2331,-0.4374,-0.0587,0.328,1.0056,1200,NE
Occupancy,Ring-billed Gull,developed,0.0505,0.3164,-0.4954,0.0587,0.5552,1.0136,1200,R
Occupancy,Red-breasted Nuthatch,developed,-0.19,0.4164,-0.8808,-0.1798,0.4584,1.0034,1266,M
Occupancy,Red-bellied Woodpecker,developed,0.0169,0.3437,-0.5223,0.0075,0.5757,1.0026,1322,R
Occupancy,Red-eyed Vireo,developed,0.0582,0.3202,-0.4574,0.0587,0.6127,1.0008,1200,NE
Occupancy,Red-headed Woodpecker,developed,-0.3608,0.3829,-1.0023,-0.3466,0.2363,0.9994,1319,R
Occupancy,Rock Pigeon,developed,-0.262,0.4138,-0.9573,-0.2538,0.3977,1,1200,R
Occupancy,Red-shouldered Hawk,developed,-0.0413,0.3806,-0.6548,-0.0541,0.5891,1.0025,1200,R
Occupancy,Red-tailed Hawk,developed,-0.0812,0.3423,-0.6419,-0.0875,0.4666,1.004,1200,R
Occupancy,Ruby-throated Hummingbird,developed,0.1161,0.423,-0.5345,0.1046,0.8339,1.0078,1000,NE
Occupancy,Red-winged Blackbird,developed,-0.3011,0.2347,-0.6959,-0.2971,0.0671,1.0123,1200,M
Occupancy,Savannah Sparrow,developed,-0.1958,0.3959,-0.866,-0.1868,0.4487,0.9999,1200,M
Occupancy,Scarlet Tanager,developed,0.4888,0.3476,-0.0486,0.4563,1.0882,1.0002,1200,NE
Occupancy,Song Sparrow,developed,0.054,0.1847,-0.2535,0.0545,0.3562,1.0001,1200,R
Occupancy,Swamp Sparrow,developed,-0.0754,0.3117,-0.5958,-0.0659,0.4238,1.0032,1027,M
Occupancy,Tree Swallow,developed,-0.2048,0.3452,-0.7747,-0.2014,0.3418,1.0035,1200,M
Occupancy,Tufted Titmouse,developed,0.219,0.3956,-0.3986,0.2119,0.8816,1.0014,1200,R
Occupancy,Turkey Vulture,developed,-0.3426,0.3774,-0.9599,-0.3315,0.2353,1.0091,1200,M
Occupancy,Veery,developed,0.3187,0.2658,-0.0946,0.3161,0.7537,1.0043,1200,NE
Occupancy,Virginia Rail,developed,-0.0738,0.4033,-0.7464,-0.0575,0.5843,1.0034,1340,M
Occupancy,Warbling Vireo,developed,-0.4268,0.3153,-0.9755,-0.407,0.0596,1.0012,1660,NE
Occupancy,White-breasted Nuthatch,developed,0.1895,0.3829,-0.401,0.1675,0.844,1.0006,1200,R
Occupancy,White-eyed Vireo,developed,-0.2523,0.3841,-0.8794,-0.2368,0.3612,1.0038,1200,NE
Occupancy,Willow Flycatcher,developed,0.0358,0.3227,-0.4891,0.0317,0.568,1.0029,1200,NE
Occupancy,Wild Turkey,developed,0.0211,0.3664,-0.5535,0.0255,0.6286,1.0084,1200,R
Occupancy,Winter Wren,developed,-0.1547,0.3631,-0.7705,-0.1608,0.4126,0.9996,1495,M
Occupancy,Wood Duck,developed,-0.2829,0.3978,-0.9509,-0.2552,0.3362,0.9997,1200,M
Occupancy,Wood Thrush,developed,0.1025,0.2632,-0.2881,0.0822,0.5686,1.0045,1200,NE
Occupancy,Yellow-billed Cuckoo,developed,-0.1774,0.38,-0.8128,-0.1696,0.4554,1.0054,1060,NE
Occupancy,Yellow Warbler,developed,-0.2883,0.2755,-0.7509,-0.2835,0.1451,1.0054,807,NE
Occupancy,Yellow-throated Vireo,developed,0.21,0.2867,-0.2442,0.1962,0.6662,1.0128,1200,NE
Occupancy,Yellow-throated Warbler,developed,0.2528,0.3105,-0.2558,0.2479,0.7553,1.0015,1200,NE
Occupancy,Acadian Flycatcher,developed.edge,0.1053,0.2064,-0.2265,0.1019,0.4497,1.0044,1200,NE
Occupancy,Alder Flycatcher,developed.edge,-0.157,0.3471,-0.7272,-0.1681,0.4043,1.0075,1573,NE
Occupancy,American Crow,developed.edge,0.4609,0.2486,0.086,0.4461,0.9001,1.0047,1200,R
Occupancy,American Goldfinch,developed.edge,-0.1776,0.2694,-0.5994,-0.186,0.2801,1.0132,1088,M
Occupancy,American Kestrel,developed.edge,-0.1904,0.347,-0.7587,-0.1816,0.3595,1.0025,1314,R
Occupancy,American Redstart,developed.edge,0.6111,0.2865,0.19,0.5974,1.1327,1.0121,1200,NE
Occupancy,American Robin,developed.edge,-0.6007,0.2288,-0.9642,-0.6022,-0.2306,1,1345,M
Occupancy,American Woodcock,developed.edge,-0.1746,0.3354,-0.7258,-0.1772,0.3479,0.9998,1325,M
Occupancy,Barred Owl,developed.edge,0.0041,0.3338,-0.5246,-0.0021,0.5592,1.0087,1200,R
Occupancy,Bald Eagle,developed.edge,-0.1658,0.3498,-0.7114,-0.1645,0.388,1.008,1200,R
Occupancy,Bank Swallow,developed.edge,-0.1536,0.3309,-0.7078,-0.1503,0.3835,1.0004,1200,NE
Occupancy,Baltimore Oriole,developed.edge,-0.4481,0.2297,-0.8287,-0.446,-0.0807,1.0115,1200,NE
Occupancy,Barn Swallow,developed.edge,-0.0279,0.2846,-0.4686,-0.0286,0.4532,1.0072,1200,NE
